,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
2228,Alessandro Schöpf,at AUT,"MF,DF",Schalke 04,de Bundesliga,24,1994,11.2,26,16,12,13,1,12,29,41.4,17,14,0,14,9,35,12,0,Matches
2229,Nico Schulz,de GER,DF,Hoffenheim,de Bundesliga,25,1993,28.2,34,20,19,12,3,15,36,41.7,21,32,4,28,24,58,36,0,Matches
2230,André Schürrle,de GER,"FW,MF",Fulham,eng Premier League,27,1990,18.2,30,19,14,10,6,12,42,28.6,30,16,1,15,8,38,17,1,Matches
2231,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,63,34,30,29,4,34,60,56.7,26,21,5,16,41,104,54,0,Matches
2232,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,2,Matches
2233,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,18,13,9,8,1,9,33,27.3,24,22,10,12,23,41,33,0,Matches
2234,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,2,Matches
2235,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2236,Stanley Segarel,mf SMN,FW,Amiens,fr Ligue 1,24,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2237,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,19.3,5,2,1,4,0,2,9,22.2,7,11,0,11,1,6,7,0,Matches
2238,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,44,26,12,23,9,13,35,37.1,22,24,7,17,19,63,29,0,Matches
2239,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,24,1,Matches
2240,Ken Sema,se SWE,"MF,FW",Watford,eng Premier League,24,1993,8.4,15,7,7,5,3,9,21,42.9,12,7,0,7,8,23,5,0,Matches
2241,Alfa Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,0.5,0,0,0,0,0,0,3,0.0,3,1,1,0,2,2,0,0,Matches
2242,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,38,27,23,12,3,12,18,66.7,6,23,7,16,22,60,26,0,Matches
2243,Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,20,16,14,6,0,12,16,75.0,4,15,9,6,16,36,35,2,Matches
2244,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
2245,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,36,20,15,18,3,6,30,20.0,24,36,7,29,33,69,17,0,Matches
2246,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,1,1,1,0,0,1,2,50.0,1,0,0,0,3,4,21,3,Matches
2247,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,51,32,20,26,5,14,49,28.6,35,37,6,31,23,74,5,1,Matches
2248,Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,41,28,20,20,1,13,45,28.9,32,40,9,31,32,73,17,4,Matches
2249,Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2250,Julien Serrano,fr FRA,"MF,DF",Monaco,fr Ligue 1,20,1998,1.3,5,4,3,2,0,3,6,50.0,3,1,0,1,3,8,3,0,Matches
2251,Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,2,0,1,1,0,0,1,0.0,1,2,1,1,1,3,2,0,Matches
2252,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,18,2000,25.6,22,14,8,8,6,6,22,27.3,16,25,2,23,19,41,49,1,Matches
2253,Paik Seung-ho,kr KOR,"FW,MF",Girona,es La Liga,21,1997,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,1,0,Matches
2254,Stephan El Shaarawy,it ITA,"FW,MF",Roma,it Serie A,25,1992,23.4,27,14,14,8,5,9,24,37.5,15,11,2,9,20,47,9,0,Matches
2255,Meritan Shabani,al ALB,MF,Bayern Munich,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2256,Xherdan Shaqiri,ch SUI,"FW,MF",Liverpool,eng Premier League,26,1991,11.8,14,4,3,9,2,9,19,47.4,10,6,1,5,6,20,6,0,Matches
2257,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,55,29,17,31,7,28,47,59.6,19,42,12,30,21,76,93,2,Matches
2258,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,22,12,10,9,3,8,17,47.1,9,10,3,7,7,29,15,0,Matches
2259,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,es La Liga,26,1992,4.3,7,3,2,4,1,3,6,50.0,3,2,0,2,3,10,4,0,Matches
2260,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,24,13,16,8,0,11,24,45.8,13,22,14,8,21,45,56,0,Matches
2261,Djibril Sidibé,fr FRA,"DF,MF",Monaco,fr Ligue 1,26,1992,23.1,50,34,27,12,11,26,48,54.2,22,25,9,16,30,80,51,0,Matches
2262,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,24,12,11,12,1,7,15,46.7,8,16,3,13,17,41,26,1,Matches
2263,Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,48,29,33,12,3,18,34,52.9,16,21,8,13,41,89,57,0,Matches
2264,Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,11,8,8,3,0,4,6,66.7,2,1,1,0,4,15,27,0,Matches
2265,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,56,36,20,25,11,16,47,34.0,31,38,4,34,28,84,24,0,Matches
2266,Luca Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,30,20,10,13,7,8,23,34.8,15,19,3,16,15,45,11,0,Matches
2267,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1.0,2,2,0,1,1,0,2,0.0,2,1,0,1,1,3,1,0,Matches
2268,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,50,31,19,26,5,30,62,48.4,32,15,2,13,16,66,23,0,Matches
2269,André Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24.0,8,5,1,4,3,1,11,9.1,10,17,1,16,3,11,32,0,Matches
2270,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,23,1994,31.7,52,39,18,21,13,16,67,23.9,51,47,3,44,25,77,26,1,Matches
2271,David Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,30,18,12,11,7,1,20,5.0,19,18,1,17,22,52,15,0,Matches
2272,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15.9,19,10,13,6,0,6,17,35.3,11,15,3,12,14,33,60,1,Matches
2273,Jonathan Silva,ar ARG,"DF,FW",Leganés,es La Liga,24,1994,30.0,51,38,30,17,4,23,52,44.2,29,23,2,21,29,80,86,0,Matches
2274,Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,3,2,0,2,1,2,4,50.0,2,1,0,1,0,3,1,0,Matches
2275,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,16,13,7,8,1,6,11,54.5,5,28,20,8,32,48,99,1,Matches
2276,Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2277,Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,31,17,22,5,4,17,26,65.4,9,29,24,5,21,52,165,0,Matches
2278,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,43,27,10,23,10,7,29,24.1,22,26,2,24,4,47,14,0,Matches
2279,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,6,3,5,1,0,2,4,50.0,2,2,1,1,12,18,19,1,Matches
2280,Moses Simon,ng NGA,"DF,MF",Levante,es La Liga,23,1995,8.7,14,8,10,2,2,5,9,55.6,4,10,1,9,12,26,14,0,Matches
2281,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,1,Matches
2282,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,11,3,8,3,0,3,5,60.0,2,7,3,4,6,17,20,0,Matches
2283,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,9,5,8,1,0,6,9,66.7,3,5,4,1,9,18,25,2,Matches
2284,Josh Sims,eng ENG,MF,Southampton,eng Premier League,21,1997,2.4,1,0,1,0,0,1,3,33.3,2,2,0,2,1,2,1,0,Matches
2285,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2286,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,57,32,38,18,1,27,47,57.4,20,32,15,17,65,122,155,1,Matches
2287,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,21,1,Matches
2288,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,20,1997,29.6,60,41,23,34,3,23,55,41.8,32,37,3,34,34,94,39,1,Matches
2289,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,eng Premier League,28,1989,25.9,36,25,18,14,4,15,29,51.7,14,31,4,27,16,52,25,2,Matches
2290,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,23,1995,9.4,4,3,4,0,0,0,9,0.0,9,5,0,5,3,7,3,0,Matches
2291,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
2292,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,105,58,31,64,10,43,91,47.3,48,60,7,53,60,165,41,0,Matches
2293,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,17,2000,2.4,7,3,4,3,0,4,6,66.7,2,2,1,1,1,8,7,0,Matches
2294,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,4,Matches
2295,Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,64,37,46,17,1,38,60,63.3,22,48,29,19,27,91,138,0,Matches
2296,Steven Skrzybski,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1992,7.4,9,3,0,6,3,3,11,27.3,8,8,1,7,3,12,2,0,Matches
2297,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,28,1990,6.7,9,5,4,2,3,1,15,6.7,14,7,1,6,3,12,14,1,Matches
2298,Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,4,3,0,4,0,3,7,42.9,4,1,1,0,2,6,1,0,Matches
2299,Naïm Sliti,tn TUN,"MF,FW",Dijon,fr Ligue 1,26,1992,25.4,56,33,24,19,13,15,46,32.6,31,18,0,18,11,67,9,0,Matches
2300,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,30,17,21,9,0,11,17,64.7,6,37,25,12,26,56,109,1,Matches
2301,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,27,1991,23.0,46,32,26,14,6,19,41,46.3,22,26,7,19,31,77,68,1,Matches
2302,Emile Smith Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
2303,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,26,13,14,11,1,10,25,40.0,15,12,4,8,18,44,25,0,Matches
2304,Robert Snodgrass,sct SCO,MF,West Ham,eng Premier League,30,1987,24.7,44,27,18,24,2,13,46,28.3,33,24,4,20,11,55,23,0,Matches
2305,Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,22,16,15,6,1,9,15,60.0,6,21,5,16,22,44,60,2,Matches
2306,Cédric Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,8,6,2,4,2,4,7,57.1,3,4,1,3,2,10,3,0,Matches
2307,Ramadan Sobhi,eg EGY,"FW,MF",Huddersfield,eng Premier League,21,1997,0.9,1,1,0,1,0,0,0,,0,2,0,2,1,2,0,0,Matches
2308,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,30,20,12,18,0,10,19,52.6,9,13,5,8,24,54,17,0,Matches
2309,Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,26,1992,10.7,16,11,7,6,3,5,13,38.5,8,16,1,15,2,18,13,0,Matches
2310,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,26,1992,2.1,6,3,1,4,1,1,1,100.0,0,1,1,0,1,7,1,0,Matches
2311,Danilo Soddimo,it ITA,"MF,FW",Frosinone,it Serie A,30,1987,2.8,11,9,3,6,2,3,6,50.0,3,2,1,1,7,18,3,0,Matches
2312,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,4,3,0,3,1,3,4,75.0,1,0,0,0,1,5,2,0,Matches
2313,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,20,1997,3.9,8,3,1,4,3,1,8,12.5,7,4,1,3,2,10,9,0,Matches
2314,Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,4,3,2,2,0,2,2,100.0,0,1,0,1,0,4,1,0,Matches
2315,Carlos Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,41,28,15,23,3,16,65,24.6,49,46,6,40,19,60,37,0,Matches
2316,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
2317,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,29,1988,34.0,2,2,2,0,0,2,2,100.0,0,1,0,1,1,3,12,5,Matches
2318,Kévin Soni,cm CMR,"FW,DF",Girona,es La Liga,20,1998,0.9,3,2,0,2,1,2,4,50.0,2,3,0,3,1,4,0,0,Matches
2319,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,33,20,23,10,0,14,22,63.6,8,33,23,10,34,67,105,2,Matches
2320,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,42,28,26,16,0,20,43,46.5,23,16,9,7,46,88,47,0,Matches
2321,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,15,6,Matches
2322,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
2323,Roberto Soriano,it ITA,MF,Torino,it Serie A,27,1991,5.2,9,5,0,5,4,1,8,12.5,7,9,0,9,6,15,1,0,Matches
2324,Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,27,18,14,10,3,8,24,33.3,16,21,2,19,3,30,11,0,Matches
2325,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,1,1,1,0,0,1,2,50.0,1,0,0,0,3,4,10,1,Matches
2326,Borna Sosa,hr CRO,"DF,MF",Stuttgart,de Bundesliga,20,1998,6.8,13,7,8,4,1,4,9,44.4,5,5,1,4,6,19,34,0,Matches
2327,Sebastian Soto,us USA,"MF,FW",Hannover 96,de Bundesliga,18,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2328,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,19,1999,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2329,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
2330,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,14,11,12,2,0,4,6,66.7,2,21,18,3,21,35,92,1,Matches
2331,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,20,15,9,11,0,10,18,55.6,8,9,3,6,7,27,5,0,Matches
2332,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,5,2,4,1,0,3,6,50.0,3,8,5,3,7,12,22,3,Matches
2333,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,Matches
2334,Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,9,4,4,2,3,4,8,50.0,4,5,0,5,3,12,7,0,Matches
2335,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,7,6,3,4,0,0,2,0.0,2,8,6,2,7,14,39,1,Matches
2336,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,8,2,Matches
2337,Mattia Sprocati,it ITA,"FW,MF",Parma,it Serie A,25,1993,7.2,10,4,5,5,0,5,11,45.5,6,6,0,6,7,17,6,0,Matches
2338,Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,21,1997,9.1,20,11,8,8,4,6,17,35.3,11,8,0,8,5,25,5,0,Matches
2339,Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,24,16,6,13,5,9,14,64.3,5,24,5,19,18,42,66,0,Matches
2340,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,22,14,17,4,1,10,19,52.6,9,13,2,11,15,37,31,0,Matches
2341,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,27,1990,19.6,51,31,24,24,3,25,46,54.3,21,41,9,32,32,83,65,2,Matches
2342,Jozo Stanić,hr CRO,MF,Augsburg,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2343,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,eng Premier League,28,1989,11.5,12,6,5,4,3,3,7,42.9,4,8,1,7,2,14,15,0,Matches
2344,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,34,19,23,11,0,9,24,37.5,15,45,26,19,37,71,141,1,Matches
2345,Timo Stavitski,fi FIN,"MF,FW",Caen,fr Ligue 1,19,1999,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
2346,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,26,1991,16.7,26,17,5,17,4,7,17,41.2,10,13,2,11,16,42,14,0,Matches
2347,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,6,1,2,4,0,2,4,50.0,2,4,1,3,0,6,0,0,Matches
2348,Pascal Stenzel,de GER,"DF,MF",Freiburg,de Bundesliga,22,1996,16.1,42,26,26,14,2,24,43,55.8,19,16,3,13,30,72,48,1,Matches
2349,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,83,57,37,41,5,28,74,37.8,46,33,13,20,46,129,47,0,Matches
2350,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,25,13,17,7,1,16,28,57.1,12,25,13,12,37,62,96,2,Matches
2351,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,1995,27.5,18,13,1,11,6,1,17,5.9,16,10,2,8,5,23,20,0,Matches
2352,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,32,16,11,12,9,9,25,36.0,16,28,3,25,17,49,4,0,Matches
2353,Lars Stindl,de GER,"FW,MF",Gladbach,de Bundesliga,29,1988,16.8,21,14,8,11,2,3,15,20.0,12,22,2,20,14,35,13,0,Matches
2354,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,63,35,28,27,8,30,67,44.8,37,32,5,27,31,94,19,1,Matches
2355,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,16,11,9,5,2,4,9,44.4,5,15,9,6,14,30,64,1,Matches
2356,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,8,1,Matches
2357,Tobias Strobl,de GER,"MF,DF",Gladbach,de Bundesliga,28,1990,25.5,31,17,17,13,1,9,29,31.0,20,36,14,22,29,60,35,1,Matches
2358,Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1990,1.0,2,2,1,0,1,0,1,0.0,1,5,0,5,2,4,2,0,Matches
2359,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,21.6,76,40,21,47,8,20,52,38.5,32,24,6,18,24,100,26,0,Matches
2360,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,27,1991,35.9,42,20,24,14,4,22,44,50.0,22,27,8,19,26,68,98,1,Matches
2361,Cristhian Stuani,uy URU,FW,Girona,es La Liga,31,1986,30.3,23,13,7,13,3,5,20,25.0,15,13,1,12,4,27,39,0,Matches
2362,Leo Štulac,si SVN,MF,Parma,it Serie A,23,1994,16.1,21,13,10,10,1,4,17,23.5,13,29,13,16,34,55,31,1,Matches
2363,Stefano Sturaro,it ITA,"MF,FW",Genoa,it Serie A,25,1993,2.4,4,3,0,3,1,2,9,22.2,7,3,1,2,3,7,2,0,Matches
2364,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,eng Premier League,28,1989,5.7,3,3,1,1,1,2,3,66.7,1,4,0,4,1,4,0,0,Matches
2365,Damián Suárez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,96,62,43,41,12,53,120,44.2,67,47,6,41,46,142,57,2,Matches
2366,Denis Suárez,es ESP,"MF,FW",Arsenal,eng Premier League,24,1994,0.8,1,1,0,1,0,0,5,0.0,5,0,0,0,1,2,0,0,Matches
2367,Denis Suárez,es ESP,"MF,DF",Barcelona,es La Liga,24,1994,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2368,Leonardo Suárez,ar ARG,"FW,MF",Valladolid,es La Liga,22,1996,5.7,3,3,2,0,1,2,4,50.0,2,7,1,6,1,4,4,0,Matches
2369,Luis Suárez,uy URU,FW,Barcelona,es La Liga,31,1987,31.4,18,11,1,6,11,4,10,40.0,6,12,4,8,8,26,24,0,Matches
2370,Mario Suárez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,11.4,37,23,17,17,3,15,28,53.6,13,10,3,7,14,51,17,2,Matches
2371,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,20,11,7,10,3,10,23,43.5,13,11,0,11,9,29,18,0,Matches
2372,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2,Matches
2373,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,44,23,36,7,1,20,39,51.3,19,14,6,8,38,82,107,3,Matches
2374,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,22,1996,11.7,15,12,4,8,3,2,5,40.0,3,6,0,6,2,17,11,0,Matches
2375,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,28,23,17,10,1,18,25,72.0,7,23,13,10,40,68,83,0,Matches
2376,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,14.5,14,10,5,8,1,3,12,25.0,9,11,1,10,19,33,20,0,Matches
2377,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,16.0,11,6,6,5,0,3,13,23.1,10,20,7,13,10,21,34,1,Matches
2378,Sam Surridge,eng ENG,"MF,FW",Bournemouth,eng Premier League,20,1998,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
2379,Markel Susaeta,es ESP,"FW,MF",Athletic Club,es La Liga,30,1987,15.3,17,10,4,6,7,3,23,13.0,20,10,1,9,12,29,5,0,Matches
2380,Suso,es ESP,"FW,MF",Milan,it Serie A,24,1993,33.5,28,18,10,14,4,10,41,24.4,31,26,1,25,16,44,3,0,Matches
2381,Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,31,1987,5.4,10,7,5,4,1,4,8,50.0,4,8,3,5,8,18,10,0,Matches
2382,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,13.1,22,11,14,7,1,11,25,44.0,14,25,6,19,11,33,16,2,Matches
2383,Sanasi Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2384,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
2385,Issiaga Sylla,gn GUI,"DF,MF",Toulouse,fr Ligue 1,24,1994,22.2,54,36,30,24,0,28,53,52.8,25,36,10,26,39,93,77,0,Matches
2386,Moussa Sylla,fr FRA,"FW,MF",Monaco,fr Ligue 1,18,1999,8.5,6,4,4,1,1,2,6,33.3,4,5,2,3,2,8,5,0,Matches
2387,Eddy Sylvestre,fr FRA,"FW,MF",Nice,fr Ligue 1,18,1999,3.0,3,2,0,3,0,3,9,33.3,6,1,0,1,0,3,0,0,Matches
2388,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,18.1,19,13,3,12,4,4,11,36.4,7,8,1,7,4,23,8,0,Matches
2389,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,8,2,Matches
2390,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,22,1995,2.1,2,1,0,0,2,1,2,50.0,1,0,0,0,0,2,3,0,Matches
2391,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,4,3,4,0,0,1,2,50.0,1,0,0,0,6,10,15,0,Matches
2392,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,44,30,30,10,4,17,32,53.1,15,39,26,13,45,89,142,1,Matches
2393,Flavien Tait,fr FRA,"MF,FW",Angers,fr Ligue 1,25,1993,33.2,58,35,33,16,9,23,59,39.0,36,29,2,27,28,86,15,0,Matches
2394,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,32.7,74,44,32,31,11,39,92,42.4,53,53,12,41,56,130,59,1,Matches
2395,Strahinja Tanasijević,rs SRB,"DF,MF",Chievo,it Serie A,21,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2396,Matt Targett,eng ENG,DF,Southampton,eng Premier League,22,1995,13.2,27,19,15,7,5,12,26,46.2,14,19,3,16,27,54,42,0,Matches
