,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
2217,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,24,1998,2.6,3,2,2,1,0,1,2,50.0,1,2,0,2,2,5,1,0,Matches
2218,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,24,1998,3.7,8,5,1,5,2,5,9,55.6,4,4,0,4,6,14,0,0,Matches
2219,Reinier,br BRA,"MF,FW",Girona,es La Liga,20,2002,7.2,12,10,7,3,2,2,8,25.0,6,6,0,6,5,17,4,0,Matches
2220,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2221,Karim Rekik,nl NED,DF,Sevilla,es La Liga,27,1994,13.1,11,5,8,3,0,4,5,80.0,1,12,5,7,10,21,24,0,Matches
2222,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,27,1995,38.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3,Matches
2223,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,23,1998,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0,Matches
2224,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,33,1989,15.0,30,17,12,14,4,7,24,29.2,17,12,4,8,8,38,8,0,Matches
2225,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2226,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,24,1997,28.0,51,30,18,24,9,29,59,49.2,30,40,13,27,17,68,40,0,Matches
2227,Gio Reyna,us USA,"FW,MF",Dortmund,de Bundesliga,19,2002,6.9,14,7,2,5,7,5,10,50.0,5,8,2,6,3,17,5,0,Matches
2228,Chadi Riad,ma MAR,MF,Barcelona,es La Liga,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2229,Nico Ribaudo,es ESP,"MF,FW",Espanyol,es La Liga,21,2001,13.9,18,13,5,9,4,11,30,36.7,19,19,1,18,5,23,1,0,Matches
2230,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,22,1999,17.9,32,18,24,7,1,19,28,67.9,9,11,2,9,25,57,59,1,Matches
2231,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,39,1983,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2232,Samuele Ricci,it ITA,MF,Torino,it Serie A,20,2001,23.0,32,21,17,10,5,18,23,78.3,5,20,5,15,17,49,29,1,Matches
2233,Declan Rice,eng ENG,MF,West Ham,eng Premier League,23,1999,36.4,79,38,44,31,4,31,50,62.0,19,45,15,30,63,142,58,0,Matches
2234,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,22,2000,5.0,9,6,8,1,0,5,7,71.4,2,10,1,9,8,17,31,0,Matches
2235,Richarlison,br BRA,"MF,FW",Tottenham,eng Premier League,25,1997,11.2,21,16,13,5,3,12,27,44.4,15,14,1,13,5,26,10,0,Matches
2236,Marco Richter,de GER,"MF,FW",Hertha BSC,de Bundesliga,24,1997,20.4,43,23,18,17,8,19,48,39.6,29,29,2,27,24,67,25,0,Matches
2237,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,29,1993,18.3,35,21,17,11,7,12,27,44.4,15,18,5,13,20,55,51,1,Matches
2238,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,25,1996,0.7,2,1,2,0,0,0,1,0.0,1,2,0,2,0,2,4,0,Matches
2239,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,33,1988,34.0,3,2,3,0,0,3,5,60.0,2,1,0,1,5,8,23,7,Matches
2240,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,34,1988,28.4,56,27,22,26,8,29,61,47.5,32,37,7,30,30,86,18,0,Matches
2241,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,34,1987,6.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
2242,Renaud Ripart,fr FRA,"FW,MF",Troyes,fr Ligue 1,29,1993,14.7,40,23,14,20,6,19,52,36.5,33,29,2,27,7,47,5,0,Matches
2243,Rodrigo Riquelme,es ESP,"MF,FW",Girona,es La Liga,22,2000,24.2,20,8,8,8,4,9,35,25.7,26,16,0,16,11,31,5,0,Matches
2244,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,32,1989,0.4,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,Matches
2245,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,30,1992,14.5,22,15,12,6,4,7,18,38.9,11,15,7,8,11,33,16,0,Matches
2246,Lucas Robertone,ar ARG,MF,Almería,es La Liga,25,1997,31.6,50,28,20,21,9,28,64,43.8,36,45,7,38,46,96,46,1,Matches
2247,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28,1994,28.7,38,21,12,16,10,21,41,51.2,20,32,5,27,18,56,50,3,Matches
2248,Antonee Robinson,us USA,DF,Fulham,eng Premier League,24,1997,34.3,62,38,43,15,4,44,65,67.7,21,49,13,36,53,115,83,3,Matches
2249,Joel Robles,es ESP,GK,Leeds United,eng Premier League,32,1990,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Matches
2250,Joel Roca,es ESP,"MF,FW",Girona,es La Liga,17,2005,0.9,2,2,2,0,0,2,5,40.0,3,1,1,0,0,2,1,0,Matches
2251,Marc Roca,es ESP,MF,Leeds United,eng Premier League,25,1996,25.7,66,40,27,34,5,20,65,30.8,45,34,10,24,23,89,24,2,Matches
2252,Enzo Roco,cl CHI,DF,Elche,es La Liga,29,1992,18.4,33,13,23,10,0,15,24,62.5,9,22,15,7,17,50,63,1,Matches
2253,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,25,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
2254,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,31,1990,15.7,38,24,7,28,3,14,45,31.1,31,18,2,16,16,54,12,0,Matches
2255,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,24,1997,15.7,11,7,9,2,0,4,10,40.0,6,16,12,4,9,20,54,1,Matches
2256,Rodri,es ESP,MF,Manchester City,eng Premier League,26,1996,32.3,67,41,28,28,11,26,53,49.1,27,40,14,26,33,100,43,1,Matches
2257,Rodri,es ESP,"FW,MF",Betis,es La Liga,22,2000,17.8,16,11,5,9,2,8,17,47.1,9,10,0,10,13,29,2,0,Matches
2258,Rodrigo,es ESP,"FW,MF",Leeds United,eng Premier League,31,1991,21.5,24,10,2,15,7,8,19,42.1,11,16,4,12,6,30,21,1,Matches
2259,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,35,1987,4.4,1,1,0,1,0,0,2,0.0,2,3,0,3,1,2,1,0,Matches
2260,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24,1998,19.7,32,25,12,15,5,13,28,46.4,15,16,2,14,24,56,15,0,Matches
2261,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34,1988,23.3,42,23,18,22,2,21,46,45.7,25,31,8,23,21,63,14,0,Matches
2262,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28,1994,31.9,115,75,59,50,6,54,101,53.5,47,58,14,44,42,157,76,1,Matches
2263,Miguel Rodríguez,es ESP,"MF,FW",Celta Vigo,es La Liga,19,2003,2.8,7,5,4,3,0,4,11,36.4,7,6,0,6,1,8,3,0,Matches
2264,Pablo Rodríguez,es ESP,"FW,MF",Lecce,it Serie A,20,2001,0.6,2,1,2,0,0,0,2,0.0,2,3,0,3,0,2,0,0,Matches
2265,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,29,1992,29.7,54,33,30,17,7,28,42,66.7,14,30,15,15,38,92,61,0,Matches
2266,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,21,2001,26.4,17,10,3,7,7,4,23,17.4,19,23,0,23,8,25,5,0,Matches
2267,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23,1999,12.3,22,12,19,3,0,16,33,48.5,17,14,5,9,9,31,38,0,Matches
2268,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,24,1997,15.8,18,9,13,5,0,11,17,64.7,6,15,8,7,11,29,74,1,Matches
2269,Rogério,br BRA,DF,Sassuolo,it Serie A,24,1998,33.3,37,21,22,8,7,17,35,48.6,18,32,9,23,37,74,70,0,Matches
2270,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,20,2002,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
2271,Tony Rölke,de GER,FW,Hertha BSC,de Bundesliga,19,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
2272,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,25,1997,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
2273,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,27,1995,32.5,33,15,19,14,0,11,22,50.0,11,33,26,7,38,71,108,0,Matches
2274,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,32,1990,1.9,6,5,3,3,0,2,2,100.0,0,4,1,3,1,7,11,0,Matches
2275,Leonardo Román,es ESP,GK,Mallorca,es La Liga,22,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2276,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24,1998,26.3,68,36,42,24,2,29,46,63.0,17,40,18,22,44,112,102,3,Matches
2277,Iván Romero,es ESP,MF,Sevilla,es La Liga,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2278,Luka Romero,ar ARG,FW,Lazio,it Serie A,17,2004,1.7,0,0,0,0,0,0,3,0.0,3,4,0,4,3,3,1,0,Matches
2279,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,30,1991,0.8,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0,Matches
2280,Oriol Romeu,es ESP,MF,Girona,es La Liga,30,1991,32.8,70,38,36,26,8,26,51,51.0,25,48,10,38,37,107,54,0,Matches
2281,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,37,1985,5.8,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,9,0,Matches
2282,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,24,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2283,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,32,1989,1.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
2284,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,27,1994,33.7,93,59,33,47,13,41,77,53.2,36,50,11,39,54,147,38,1,Matches
2285,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31,1991,32.9,77,39,37,35,5,37,81,45.7,44,37,4,33,36,113,58,0,Matches
2286,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,25,1997,19.6,46,26,22,20,4,18,34,52.9,16,15,5,10,23,69,32,1,Matches
2287,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2288,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,17,2004,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,Matches
2289,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,27,1995,11.3,20,13,7,12,1,7,21,33.3,14,14,3,11,9,29,7,0,Matches
2290,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21,2001,36.8,66,37,54,10,2,30,58,51.7,28,52,26,26,56,122,126,4,Matches
2291,Jérôme Roussillon,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1993,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2292,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,29,1993,10.6,16,9,6,8,2,8,12,66.7,4,7,2,5,4,20,22,0,Matches
2293,Nicolò Rovella,it ITA,MF,Monza,it Serie A,20,2001,19.3,45,29,22,21,2,13,36,36.1,23,20,1,19,40,85,17,0,Matches
2294,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,20,2001,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2295,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,28,1994,27.2,33,18,20,13,0,17,26,65.4,9,36,20,16,14,47,79,1,Matches
2296,Ruan,br BRA,DF,Sassuolo,it Serie A,23,1999,19.0,38,26,25,12,1,19,29,65.5,10,29,17,12,24,62,80,3,Matches
2297,Rubén,es ESP,"DF,MF",Espanyol,es La Liga,21,2001,9.9,30,15,18,9,3,20,29,69.0,9,14,4,10,18,48,18,0,Matches
2298,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,29,1993,26.8,18,16,12,5,1,14,23,60.9,9,23,13,10,19,37,74,0,Matches
2299,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,32,1990,8.8,26,12,10,16,0,13,27,48.1,14,27,7,20,11,37,13,0,Matches
2300,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28,1994,6.3,7,0,6,1,0,4,4,100.0,0,7,5,2,7,14,32,0,Matches
2301,Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,20,2002,9.2,17,12,5,9,3,8,16,50.0,8,14,3,11,12,29,16,0,Matches
2302,Mário Rui,pt POR,DF,Napoli,it Serie A,31,1991,19.4,34,22,17,13,4,20,41,48.8,21,17,4,13,15,49,24,1,Matches
2303,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,26,1996,16.2,47,29,35,9,3,31,58,53.4,27,17,2,15,24,71,41,0,Matches
2304,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,19,2002,0.7,1,1,1,0,0,0,1,0.0,1,2,1,1,3,4,0,0,Matches
2305,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26,1996,21.0,62,28,25,30,7,43,79,54.4,36,24,1,23,18,80,23,1,Matches
2306,Víctor Ruiz,es ESP,DF,Betis,es La Liga,33,1989,6.2,5,3,3,2,0,3,3,100.0,0,10,7,3,6,11,34,0,Matches
2307,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,6,2,Matches
2308,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
2309,Franco Russo,ar ARG,DF,Mallorca,es La Liga,27,1994,1.6,2,1,2,0,0,0,1,0.0,1,5,0,5,3,5,5,0,Matches
2310,Georginio Rutter,fr FRA,"FW,MF",Leeds United,eng Premier League,20,2002,3.0,10,9,5,3,2,5,8,62.5,3,5,0,5,3,13,3,0,Matches
2311,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20,2002,11.2,7,4,1,4,2,1,3,33.3,2,10,2,8,5,12,6,0,Matches
2312,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,24,1997,11.5,28,17,17,10,1,15,25,60.0,10,15,3,12,12,40,19,0,Matches
2313,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24,1997,15.7,27,15,17,7,3,19,37,51.4,18,13,2,11,8,35,28,0,Matches
2314,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29.0,0,0,0,0,0,0,5,0.0,5,0,0,0,0,0,9,1,Matches
2315,José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,6,Matches
2316,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,29,1993,18.7,45,23,29,14,2,22,33,66.7,11,35,8,27,19,64,52,1,Matches
2317,Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,22,1999,7.1,8,6,7,1,0,6,8,75.0,2,8,2,6,8,16,12,0,Matches
2318,Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,25,1996,11.9,18,7,5,9,4,4,13,30.8,9,18,4,14,2,20,5,0,Matches
2319,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28,1994,7.0,12,8,3,8,1,2,11,18.2,9,6,2,4,8,20,11,0,Matches
2320,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28,1994,7.0,27,14,11,10,6,10,17,58.8,7,3,0,3,10,37,9,0,Matches
2321,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27,1995,28.7,46,25,25,15,6,32,51,62.7,19,43,14,29,33,79,75,1,Matches
2322,Umar Sadiq,ng NGA,FW,Almería,es La Liga,25,1997,2.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,Matches
2323,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,25,1997,0.9,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0,Matches
2324,Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23,1999,15.6,31,20,12,16,3,19,41,46.3,22,13,1,12,19,50,11,0,Matches
2325,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,7.2,4,1,1,2,1,2,6,33.3,4,4,0,4,1,5,2,0,Matches
2326,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,12.4,10,3,3,6,1,2,11,18.2,9,4,0,4,5,15,2,0,Matches
2327,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,5.9,13,11,8,5,0,7,14,50.0,7,7,2,5,10,23,11,0,Matches
2328,Samuel Sáiz,es ESP,MF,Girona,es La Liga,31,1991,2.7,2,2,0,2,0,1,2,50.0,1,3,0,3,0,2,1,1,Matches
2329,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,20,2001,35.3,63,34,22,15,26,20,44,45.5,24,38,0,38,14,77,19,0,Matches
2330,Hamza Sakhi,fr FRA,MF,Auxerre,fr Ligue 1,26,1996,18.4,44,22,22,17,5,22,42,52.4,20,16,1,15,25,69,9,0,Matches
2331,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,8.5,9,5,4,5,0,3,5,60.0,2,17,12,5,8,17,35,1,Matches
2332,Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,1.2,1,0,1,0,0,0,2,0.0,2,2,0,2,1,2,2,0,Matches
2333,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,20,2001,2.5,8,1,5,3,0,2,15,13.3,13,3,0,3,2,10,0,0,Matches
2334,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,36.6,21,12,4,5,12,10,26,38.5,16,21,0,21,6,27,4,0,Matches
2335,Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,13.9,11,9,3,7,1,2,12,16.7,10,8,2,6,10,21,2,0,Matches
2336,Kike Salas,es ESP,DF,Sevilla,es La Liga,20,2002,4.1,1,1,1,0,0,0,0,,0,4,3,1,5,6,23,0,Matches
2337,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,26.8,34,20,23,9,2,15,18,83.3,3,13,10,3,19,53,85,4,Matches
2338,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2339,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,21.9,51,29,33,16,2,24,34,70.6,10,56,25,31,31,82,122,1,Matches
2340,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,11.1,11,8,4,3,4,4,10,40.0,6,7,1,6,2,13,11,0,Matches
2341,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,29.4,51,29,34,12,5,21,35,60.0,14,34,19,15,39,90,124,0,Matches
2342,Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,5.4,13,8,5,5,3,2,8,25.0,6,0,0,0,2,15,2,0,Matches
2343,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,20,2002,20.5,33,16,9,20,4,17,43,39.5,26,13,0,13,11,44,16,0,Matches
2344,Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,26,1996,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
2345,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,29.6,46,21,14,21,11,13,28,46.4,15,30,3,27,10,56,13,0,Matches
2346,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,12,2,Matches
2347,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,2.2,1,1,0,0,1,0,2,0.0,2,1,0,1,5,6,2,0,Matches
2348,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,6.0,13,10,7,4,2,8,12,66.7,4,8,3,5,7,20,10,0,Matches
2349,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,7.7,12,5,7,4,1,6,10,60.0,4,9,3,6,8,20,16,1,Matches
2350,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,20.5,41,22,23,16,2,22,46,47.8,24,34,14,20,17,58,28,0,Matches
2351,Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,27.0,11,5,3,3,5,1,7,14.3,6,9,2,7,4,15,7,0,Matches
2352,Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2353,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,28.1,27,16,2,19,6,11,37,29.7,26,10,0,10,4,31,9,1,Matches
2354,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,8,1,1,3,4,5,14,35.7,9,13,3,10,9,17,4,0,Matches
2355,Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,27,17,5,16,6,3,24,12.5,21,14,0,14,5,32,6,0,Matches
2356,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,19,8,13,4,2,10,34,29.4,24,18,0,18,22,41,14,1,Matches
2357,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,24,11,17,6,1,14,20,70.0,6,16,10,6,12,36,41,0,Matches
2358,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,20,14,8,8,4,10,27,37.0,17,14,1,13,8,28,4,0,Matches
2359,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,43,26,27,15,1,17,26,65.4,9,32,22,10,46,89,116,0,Matches
2360,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,51,35,35,9,7,33,63,52.4,30,33,5,28,14,65,51,0,Matches
2361,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,1,0,1,0,0,0,0,,0,0,0,0,3,4,9,2,Matches
2362,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,16,10,7,5,4,8,28,28.6,20,25,2,23,7,23,6,0,Matches
2363,Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,35,20,16,16,3,15,22,68.2,7,27,10,17,15,50,64,1,Matches
2364,Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,38,30,11,19,8,18,36,50.0,18,11,1,10,3,41,1,2,Matches
2365,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2366,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
2367,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,36,25,10,16,10,17,56,30.4,39,21,1,20,22,58,9,0,Matches
2368,Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,12,4,6,4,2,5,10,50.0,5,0,0,0,0,12,4,0,Matches
2369,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,41,22,13,23,5,21,41,51.2,20,21,5,16,21,62,23,0,Matches
2370,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,10,5,3,6,1,5,9,55.6,4,7,1,6,5,15,9,1,Matches
2371,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,12,6,4,5,3,6,15,40.0,9,7,0,7,2,14,4,0,Matches
2372,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,5,4,2,2,1,1,7,14.3,6,3,0,3,2,7,0,0,Matches
2373,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,6,3,4,1,1,2,5,40.0,3,2,0,2,1,7,0,0,Matches
2374,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,9,6,1,4,4,1,4,25.0,3,2,0,2,0,9,4,0,Matches
2375,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2376,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,6,3,5,1,0,1,5,20.0,4,11,7,4,15,21,29,2,Matches
2377,Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2378,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
2379,Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,13,8,5,6,2,6,14,42.9,8,5,0,5,3,16,22,0,Matches
2380,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,46,30,16,19,11,23,70,32.9,47,30,2,28,30,76,12,1,Matches
2381,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2382,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,39,26,29,7,3,26,39,66.7,13,17,8,9,33,72,67,2,Matches
2383,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,24.5,31,20,25,5,1,24,31,77.4,7,17,6,11,8,39,61,0,Matches
2384,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,54,29,30,18,6,29,55,52.7,26,36,13,23,56,110,57,2,Matches
2385,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,10,5,1,3,6,2,2,100.0,0,3,0,3,4,14,5,0,Matches
2386,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,5,2,3,1,1,2,5,40.0,3,4,0,4,0,5,3,0,Matches
